aX,aY,aZ,gX,gY,gZ
0.011,-0.315,-0.984,-1.648,3.174,0.61
0.007,-0.308,-0.977,-1.953,4.7,0.732
0.007,-0.309,-0.972,-1.526,5.981,0.977
0.001,-0.312,-0.975,-0.549,7.324,0.244
-0.001,-0.308,-0.979,-0.488,7.446,-0.183
0,-0.306,-0.977,-0.427,7.08,-0.977
-0.01,-0.31,-0.986,-0.427,6.897,-2.014
-0.015,-0.307,-0.997,0.122,5.798,-1.404
-0.013,-0.292,-0.999,0.305,5.615,-0.427
-0.011,-0.289,-0.998,0.549,6.409,-0.366
-0.01,-0.299,-1.011,1.648,6.592,-0.549
-1.096,1.857,-0.17,-35.4,-147.644,174.805
-1.048,2.059,-0.216,-24.841,-101.013,186.768
-0.896,2.209,-0.243,-13.245,-81.299,205.322
-0.673,2.302,-0.222,-8.667,-90.149,213.867
-0.408,2.332,-0.133,-12.085,-93.384,204.529
-0.139,2.283,-0.032,-19.287,-70.862,172.424
0.041,2.175,0.033,-26.611,-28.259,120.239
0.114,2.004,0.058,-28.564,15.198,53.223
0.037,1.813,0.04,-24.78,47.119,-15.259
-0.146,1.595,0.027,-21.362,67.139,-72.693
-0.356,1.383,0.049,-18.982,81.421,-112.671
-0.518,1.194,0.1,-13.977,88.257,-131.531
-0.601,0.984,0.147,-5.737,85.266,-132.324
-0.63,0.748,0.189,-2.38,73.975,-124.756
-0.677,0.618,0.234,-6.47,65.857,-119.568
-0.696,0.619,0.29,-14.465,67.993,-114.929
-0.672,0.671,0.353,-22.156,73.425,-105.042
-0.567,0.748,0.401,-23.987,76.111,-95.337
-0.511,0.827,0.439,-25.574,75.806,-83.069
-0.421,0.933,0.474,-18.433,71.106,-75.134
-0.341,1.026,0.465,-4.517,63.477,-72.083
-0.289,1.076,0.435,10.071,57.129,-70.251
-0.267,1.123,0.386,22.583,55.115,-71.594
-0.246,1.128,0.333,29.358,57.678,-73.242
-0.221,1.13,0.283,30.701,61.096,-74.829
-0.209,1.136,0.252,27.344,61.707,-77.942
-0.194,1.143,0.238,18.555,61.523,-82.275
-0.147,1.153,0.243,7.385,65.552,-87.891
-0.065,1.158,0.258,-3.845,73.425,-97.961
-0.008,1.142,0.267,-15.32,84.045,-115.112
0.019,1.129,0.308,-28.381,100.952,-137.695
0.031,1.094,0.341,-39.856,124.817,-161.56
0.025,1.06,0.361,-47.852,150.757,-182.8
0.038,1.029,0.362,-52.49,171.082,-198.608
0.045,1,0.349,-54.626,179.993,-208.984
0.023,0.971,0.318,-57.19,179.932,-215.637
0.048,0.91,0.298,-63.232,179.199,-216.675
0.121,0.855,0.294,-72.571,180.786,-211.67
0.213,0.827,0.298,-83.069,182.129,-207.336
0.317,0.806,0.286,-94.116,181.091,-207.52
0.408,0.79,0.259,-105.652,181.091,-212.83
0.469,0.789,0.239,-120.911,189.148,-224.121
0.499,0.795,0.234,-137.329,206.116,-238.281
0.525,0.789,0.234,-153.748,226.99,-251.343
0.552,0.78,0.238,-165.649,246.704,-260.803
0.577,0.773,0.214,-172.791,260.437,-268.127
0.592,0.738,0.168,-177.49,266.541,-272.583
0.604,0.693,0.113,-184.082,267.578,-272.766
0.659,0.633,0.071,-193.237,265.808,-268.188
0.727,0.573,0.044,-201.538,264.526,-263.489
0.759,0.519,0.027,-207.703,264.404,-261.902
0.722,0.436,0.012,-203.491,267.334,-264.038
0.757,0.368,-0.005,-196.045,266.663,-265.381
0.746,0.313,-0.052,-185.547,270.813,-258.24
0.744,0.268,-0.106,-169.373,271.667,-250.122
0.686,0.12,-0.035,-145.569,267.822,-238.159
0.666,0.211,-0.27,-119.385,275.696,-215.393
0.806,0.177,-0.352,-130.554,269.409,-207.153
0.833,0.077,-0.363,-140.442,255.127,-208.618
0.756,0.082,-0.324,-114.136,251.77,-208.496
0.837,0.235,-0.437,-135.193,270.935,-211.914
0.797,0.065,-0.359,-130.493,280.823,-216.431
0.825,0.057,-0.419,-95.886,278.687,-229.614
0.794,0.008,-0.482,-75.806,276.245,-247.681
0.759,-0.054,-0.61,-59.265,266.846,-273.01
0.711,-0.15,-0.728,-49.5,250.244,-298.523
0.603,-0.163,-0.765,-49.866,234.741,-316.04
0.491,-0.182,-0.735,-60.547,228.271,-324.768
0.428,-0.267,-0.687,-71.289,228.516,-321.472
0.329,-0.339,-0.612,-69.946,224.915,-309.204
0.297,-0.433,-0.627,-54.993,212.097,-288.147
0.308,-0.538,-0.729,-29.175,192.444,-264.832
0.305,-0.563,-0.818,-10.803,170.959,-245.178
0.261,-0.542,-0.864,-6.958,153.137,-229.797
0.196,-0.551,-0.88,-11.597,142.212,-220.276
0.188,-0.614,-0.882,-16.724,135.01,-213.074
0.187,-0.638,-0.866,-20.386,131.226,-200.5
0.17,-0.65,-0.831,-24.353,127.502,-184.265
0.193,-0.665,-0.792,-25.818,123.23,-165.283
0.206,-0.682,-0.795,-20.691,118.408,-142.517
0.224,-0.675,-0.82,-11.353,110.352,-119.019
0.241,-0.656,-0.838,-3.357,99.06,-96.375
0.281,-0.614,-0.869,3.052,86.914,-79.102
0.301,-0.607,-0.884,8.301,77.637,-71.899
0.287,-0.617,-0.918,10.742,73.425,-70.801
0.25,-0.628,-0.961,11.23,70.923,-67.993
0.24,-0.638,-0.978,9.583,66.162,-63.11
0.218,-0.645,-0.983,5.676,62.622,-55.481
0.202,-0.632,-0.981,2.38,58.716,-46.082
0.194,-0.609,-0.982,0.732,52.612,-37.537
0.186,-0.581,-0.987,-1.099,46.448,-31.067
0.17,-0.561,-0.983,-2.136,41.138,-26.611
0.16,-0.552,-0.984,-1.953,36.072,-24.658
0.148,-0.549,-0.989,-1.099,30.762,-22.949
0.138,-0.544,-0.997,0.427,25.146,-20.447
0.14,-0.544,-1,0.183,19.47,-17.517
0.139,-0.54,-0.994,-1.465,14.221,-14.404
0.136,-0.523,-0.977,-3.601,8.301,-11.902
0.141,-0.508,-0.958,-5.005,2.441,-10.193
0.136,-0.497,-0.947,-5.615,-1.77,-10.193
0.129,-0.487,-0.937,-6.104,-4.272,-10.803
0.121,-0.481,-0.926,-6.165,-5.249,-11.292
0.113,-0.473,-0.917,-6.104,-5.493,-11.292
0.11,-0.473,-0.915,-4.944,-4.944,-11.414
0.102,-0.472,-0.915,-3.357,-4.089,-10.803
0.093,-0.46,-0.923,-2.38,-3.418,-9.338
0.087,-0.448,-0.933,-2.258,-3.052,-8.179
0.077,-0.431,-0.943,-2.319,-1.465,-8.118
0.069,-0.431,-0.954,-2.258,0.488,-9.583
0.054,-0.429,-0.965,-2.563,1.77,-11.169
0.042,-0.432,-0.977,-2.991,1.77,-12.207
0.033,-0.431,-0.977,-4.089,1.709,-12.512
0.023,-0.432,-0.979,-5.005,1.16,-12.512
0.023,-0.427,-0.97,-5.92,0.549,-11.963
0.028,-0.427,-0.959,-7.263,-0.061,-11.658
0.023,-0.429,-0.951,-7.324,-0.793,-11.841
0.028,-0.428,-0.94,-7.263,-1.16,-11.353
0.034,-0.431,-0.927,-7.141,-0.549,-10.681
0.036,-0.429,-0.921,-6.836,0.854,-10.681
-0.875,1.48,-0.727,-19.897,-73.12,115.356
-0.964,1.687,-0.802,-13.306,-89.417,133.057
-0.86,1.805,-0.714,-6.165,-92.896,167.725
-0.697,1.971,-0.605,3.052,-100.525,203.918
-0.45,2.045,-0.478,10.559,-107.422,233.582
-0.178,2.032,-0.335,13.55,-108.887,236.206
0.001,2.013,-0.219,9.338,-100.647,204.834
0.063,1.929,-0.112,-3.174,-78.125,148.743
0.014,1.801,-0.031,-16.907,-44.373,81.665
-0.113,1.66,0.031,-27.344,-7.751,14.893
-0.283,1.482,0.102,-34.363,17.7,-39.185
-0.484,1.314,0.199,-35.461,32.41,-78.064
-0.66,1.177,0.289,-27.344,42.297,-98.206
-0.758,1.061,0.343,-10.559,44.128,-96.375
-0.768,0.929,0.363,6.348,35.889,-79.346
-0.758,0.818,0.359,18.311,25.085,-60.791
-0.704,0.722,0.349,22.339,22.034,-50.293
-0.67,0.745,0.336,15.503,27.283,-48.767
-0.627,0.784,0.335,5.005,33.325,-46.753
-0.597,0.849,0.335,-1.831,37.415,-47.852
-0.543,0.92,0.33,-3.113,39.673,-49.988
-0.494,0.992,0.322,0.366,43.823,-51.88
-0.451,1.069,0.305,6.287,46.875,-55.847
-0.44,1.166,0.272,12.817,47.241,-61.096
-0.411,1.25,0.239,17.944,46.814,-67.017
-0.366,1.305,0.227,20.203,48.096,-74.951
-0.346,1.346,0.212,21.484,52.551,-88.44
-0.328,1.342,0.169,20.63,62.256,-108.093
-0.31,1.302,0.107,14.221,76.599,-130.859
-0.301,1.252,0.062,0.916,94.849,-156.311
-0.27,1.192,0.052,-18.311,117.676,-182.251
-0.24,1.129,0.069,-40.771,143.188,-206.543
-0.206,1.093,0.099,-62.622,165.161,-226.99
-0.166,1.075,0.145,-79.651,180.603,-242.249
-0.106,1.049,0.18,-90.027,188.965,-252.808
-0.043,1.037,0.183,-94.91,192.932,-261.353
0.021,1.025,0.17,-97.046,194.946,-272.705
0.058,1.035,0.138,-96.68,198.73,-287.048
0.071,1.006,0.077,-101.257,205.2,-304.565
0.092,0.953,0.032,-115.295,215.942,-320.679
0.133,0.888,0.029,-139.465,229.736,-330.383
0.201,0.828,0.074,-166.748,242.432,-333.191
0.274,0.764,0.134,-187.683,248.962,-331.726
0.333,0.711,0.188,-197.205,248.718,-326.05
0.384,0.672,0.213,-192.81,244.568,-317.017
0.455,0.641,0.225,-180.603,239.929,-306.458
0.535,0.612,0.209,-165.527,238.586,-299.133
0.585,0.608,0.156,-148.865,241.455,-298.279
0.623,0.614,0.075,-137.146,249.084,-302.979
0.681,0.607,0.006,-133.118,259.705,-310.73
0.729,0.593,-0.046,-136.414,274.17,-322.083
0.798,0.531,-0.091,-144.043,290.527,-334.9
0.855,0.473,-0.172,-149.658,306.58,-346.375
0.903,0.413,-0.217,-158.63,318.97,-358.643
0.906,0.34,-0.23,-168.152,326.355,-369.324
0.875,0.289,-0.211,-174.316,331.116,-377.747
0.826,0.233,-0.183,-175.537,337.097,-383.789
0.777,0.178,-0.158,-165.955,344.299,-385.681
0.706,0.109,-0.155,-147.522,349.548,-384.827
0.622,0.016,-0.189,-123.291,350.647,-381.775
0.54,-0.089,-0.244,-99.06,345.886,-374.451
0.514,-0.206,-0.307,-78.979,336.792,-361.572
0.377,-0.281,-0.354,-62.134,326.904,-345.215
0.342,-0.366,-0.384,-49.805,307.251,-331.055
0.306,-0.468,-0.4,-38.94,287.476,-313.965
0.269,-0.53,-0.421,-23.865,265.015,-299.5
0.259,-0.599,-0.462,-6.775,240.051,-287.537
0.242,-0.65,-0.5,9.644,217.407,-277.1
0.219,-0.719,-0.546,25.452,197.815,-268.555
0.203,-0.781,-0.591,36.743,181.458,-258.24
0.167,-0.835,-0.651,43.64,167.725,-243.835
0.143,-0.858,-0.706,45.654,156.982,-223.877
0.136,-0.88,-0.752,43.274,149.597,-199.89
0.141,-0.904,-0.79,37.048,144.531,-175.476
0.161,-0.912,-0.814,29.968,141.174,-153.015
0.174,-0.9,-0.829,24.719,137.329,-133.728
0.182,-0.859,-0.848,23.071,132.385,-118.164
0.191,-0.834,-0.875,26.123,125.793,-104.126
0.178,-0.804,-0.923,31.311,117.31,-92.102
0.16,-0.784,-0.982,36.926,108.704,-83.069
0.13,-0.773,-1.049,39.917,101.624,-74.585
0.1,-0.756,-1.109,38.94,94.055,-64.941
0.084,-0.743,-1.15,34.851,86.426,-54.077
0.08,-0.721,-1.18,29.175,77.393,-43.091
0.079,-0.684,-1.192,23.743,65.979,-33.325
0.083,-0.649,-1.192,18.86,52.612,-24.963
0.083,-0.616,-1.184,14.465,38.391,-19.226
0.077,-0.578,-1.174,11.536,24.536,-15.076
0.066,-0.534,-1.158,8.972,11.78,-11.719
0.061,-0.501,-1.14,7.324,2.441,-10.254
0.043,-0.477,-1.128,5.92,-2.991,-10.071
0.023,-0.466,-1.118,4.456,-5.249,-9.888
0.003,-0.45,-1.096,2.319,-6.653,-7.812
-0.005,-0.439,-1.094,0.061,-7.874,-5.371
-0.02,-0.434,-1.084,-4.272,-7.629,-4.211
-0.025,-0.416,-1.055,-8.118,-9.888,-2.747
-0.022,-0.394,-1.021,-10.742,-12.207,-0.061
-0.028,-0.379,-0.994,-11.047,-14.526,0.977
-0.035,-0.379,-0.973,-9.827,-15.625,1.404
-0.037,-0.368,-0.958,-9.094,-15.564,1.526
-0.038,-0.349,-0.945,-9.521,-12.817,0
-0.043,-0.352,-0.929,-10.864,-8.179,-1.404
-0.051,-0.361,-0.919,-11.597,-4.517,-0.854
-0.05,-0.355,-0.912,-12.39,-1.526,1.587
-0.031,-0.337,-0.895,-12.817,1.709,4.333
-0.017,-0.331,-0.878,-12.878,4.7,4.272
-0.013,-0.33,-0.869,-11.841,6.409,1.099
-0.018,-0.333,-0.875,-8.911,6.042,-2.197
-0.021,-0.342,-0.886,-5.981,5.493,-3.784
-0.028,-0.34,-0.899,-3.845,6.531,-4.456
-0.032,-0.343,-0.915,-2.625,8.606,-4.761
-0.027,-0.354,-0.93,-2.258,11.292,-4.517
-0.024,-0.354,-0.936,-1.587,13.245,-4.333
-0.02,-0.356,-0.949,-0.61,13.611,-4.028
-0.021,-0.352,-0.963,0.732,14.343,-4.456
-0.022,-0.354,-0.971,1.404,15.564,-4.578
-0.023,-0.362,-0.98,2.014,16.541,-4.15
-0.019,-0.369,-0.99,2.869,17.029,-3.54
-0.016,-0.372,-0.999,3.601,16.907,-2.747
-1.212,1.544,-0.58,-8.545,-61.584,174.011
-1.162,1.682,-0.681,-21.973,-50.354,170.654
-1.088,1.851,-0.711,-36.072,-39.917,170.166
-0.943,1.972,-0.682,-41.992,-33.691,175.659
-0.694,2.003,-0.621,-37.842,-30.396,179.443
-0.464,1.991,-0.554,-23.376,-30.762,169.128
-0.253,1.925,-0.497,-10.925,-31.494,145.142
-0.119,1.798,-0.472,-1.892,-26.123,110.046
-0.091,1.638,-0.45,0.183,-13.245,66.223
-0.136,1.44,-0.394,-5.859,5.432,19.958
-0.244,1.231,-0.295,-14.343,21.912,-21.667
-0.402,1.031,-0.201,-19.409,28.259,-55.237
-0.579,0.888,-0.098,-22.339,25.33,-75.5
-0.694,0.767,0.039,-26.184,17.7,-78.369
-0.725,0.669,0.206,-28.748,9.521,-66.101
-0.721,0.598,0.35,-27.344,1.465,-48.584
-0.69,0.608,0.45,-23.804,-4.028,-33.752
-0.659,0.618,0.505,-22.4,-6.409,-17.944
-0.609,0.672,0.525,-15.259,-5.066,-8.118
-0.567,0.753,0.503,-3.967,-1.221,-4.578
-0.532,0.821,0.456,6.47,2.197,-2.991
-0.489,0.878,0.402,14.526,5.92,-2.991
-0.45,0.958,0.338,18.921,8.911,-6.042
-0.429,1.027,0.288,16.479,10.559,-10.925
-0.399,1.092,0.263,9.705,15.076,-18.738
-0.371,1.151,0.253,2.625,23.315,-30.701
-0.35,1.209,0.246,-2.93,34.119,-47.18
-0.323,1.26,0.23,-4.822,46.326,-64.697
-0.287,1.285,0.21,-2.319,57.129,-80.994
-0.25,1.319,0.174,5.859,65.491,-97.351
-0.239,1.354,0.111,17.517,71.35,-115.662
-0.221,1.374,0.039,26.611,79.102,-136.536
-0.197,1.377,-0.03,31.372,92.468,-162.109
-0.2,1.401,-0.104,29.968,110.596,-192.627
-0.214,1.393,-0.171,22.034,132.629,-227.478
-0.185,1.37,-0.197,5.798,157.471,-262.146
-0.204,1.375,-0.213,-14.954,181.03,-294.739
-0.199,1.394,-0.21,-41.992,203.308,-324.524
-0.172,1.375,-0.19,-75.195,223.755,-347.229
-0.11,1.378,-0.163,-106.934,243.53,-369.69
-0.013,1.391,-0.092,-139.343,264.099,-392.822
0.058,1.396,-0.018,-168.579,284.851,-415.71
0.133,1.392,0.042,-186.951,308.777,-435.852
0.211,1.382,0.114,-196.838,333.679,-456.543
0.236,1.349,0.153,-200.989,361.511,-478.027
0.214,1.316,0.15,-200.562,396.118,-498.169
0.245,1.23,0.096,-201.843,434.387,-509.949
0.322,1.08,0.028,-208.13,463.623,-511.23
0.398,0.912,-0.027,-216.675,483.459,-508.85
0.458,0.768,-0.086,-225.22,495.422,-506.287
0.471,0.694,-0.104,-232.483,501.099,-504.15
0.476,0.604,-0.055,-237.854,503.357,-500.061
0.44,0.47,-0.02,-231.995,506.592,-491.577
0.333,0.331,0.035,-211.914,503.235,-476.44
0.234,0.133,0.041,-179.199,483.521,-447.083
0.177,-0.079,-0.062,-133.545,444.702,-403.015
0.162,-0.236,-0.208,-89.661,397.522,-355.896
0.16,-0.359,-0.335,-60.608,350.037,-314.27
0.165,-0.471,-0.424,-47.668,309.265,-281.616
0.141,-0.566,-0.464,-43.091,276.672,-258.118
0.105,-0.667,-0.476,-41.748,248.291,-236.572
0.074,-0.755,-0.49,-37.659,219.055,-216.187
0.069,-0.792,-0.489,-29.785,191.162,-197.083
0.084,-0.835,-0.491,-18.127,164.856,-179.993
0.109,-0.871,-0.518,-3.174,142.456,-168.335
0.13,-0.914,-0.567,12.268,125.366,-159.668
0.137,-0.951,-0.636,25.024,114.319,-149.658
0.136,-0.973,-0.708,33.142,107.727,-135.01
0.151,-1,-0.773,36.987,106.384,-115.356
0.182,-1.005,-0.823,37.659,107.422,-93.14
0.214,-0.986,-0.861,35.706,109.985,-72.266
0.249,-0.929,-0.877,33.142,113.586,-56.458
0.282,-0.875,-0.91,33.325,117.432,-47.302
0.307,-0.827,-0.969,35.828,118.896,-43.396
0.31,-0.793,-1.033,38.208,117.31,-42.48
0.295,-0.756,-1.098,39.856,110.779,-42.358
0.271,-0.726,-1.157,39.612,100.159,-39.673
0.25,-0.703,-1.218,37.537,84.778,-35.034
0.229,-0.664,-1.262,32.959,68.237,-29.114
0.224,-0.614,-1.267,25.513,53.467,-23.071
0.22,-0.572,-1.263,18.738,40.466,-19.897
0.218,-0.532,-1.251,14.038,29.541,-19.348
0.206,-0.499,-1.238,9.766,20.996,-20.508
0.183,-0.479,-1.232,6.165,13.672,-22.095
0.156,-0.466,-1.218,1.587,8.484,-22.705
0.135,-0.445,-1.188,-4.15,3.906,-20.874
0.117,-0.416,-1.151,-9.216,-1.099,-17.517
0.097,-0.391,-1.12,-13.123,-4.456,-15.137
0.078,-0.377,-1.091,-15.869,-5.493,-12.878
0.073,-0.359,-1.058,-17.944,-6.897,-10.803
0.075,-0.343,-1.019,-18.311,-8.728,-10.071
0.067,-0.337,-0.997,-16.724,-9.583,-10.986
0.054,-0.339,-0.993,-14.221,-10.254,-11.414
0.043,-0.341,-0.98,-12.207,-10.986,-10.376
0.048,-0.357,-0.98,-13.184,-8.728,-6.165
0.055,-0.314,-0.955,-17.273,-5.493,-5.676
0.049,-0.322,-0.926,-18.25,-3.906,-2.197
0.061,-0.295,-0.917,-16.296,-3.662,0.549
0.069,-0.275,-0.911,-12.146,-2.869,2.563
0.07,-0.28,-0.906,-8.484,-0.427,2.747
0.065,-0.272,-0.913,-6.165,3.296,-0.366
0.065,-0.269,-0.926,-4.089,7.446,-2.441
0.061,-0.263,-0.94,-2.93,11.169,-2.625
0.058,-0.268,-0.958,-1.953,14.099,-1.526
0.06,-0.27,-0.975,-1.892,14.587,0.61
0.064,-0.264,-0.983,-2.136,13.062,2.502
0.062,-0.25,-0.988,-3.357,11.902,2.563
0.064,-0.247,-0.987,-3.601,10.376,1.892
0.067,-0.247,-0.991,-2.319,8.667,0.793
0.069,-0.249,-0.998,-1.16,7.935,-1.099
0.062,-0.256,-1.008,-0.427,8.24,-3.296
0.059,-0.271,-1.018,-0.183,8.972,-4.15
0.055,-0.274,-1.022,-1.038,9.705,-3.296
0.059,-0.269,-1.019,-2.136,9.705,-1.587
0.065,-0.27,-1.012,-2.441,9.705,-0.793
0.062,-0.265,-1.011,-1.892,9.46,-1.221
0.063,-0.28,-1.016,-0.977,8.728,-1.221
0.07,-0.259,-1.014,-1.221,8.484,-3.54
0.065,-0.261,-1.012,-0.183,8.362,-4.578
-0.884,1.929,-0.49,109.375,-64.026,232.849
-0.902,2.258,-0.724,134.766,-95.642,248.352
-0.791,2.52,-0.837,147.583,-115.417,278.198
-0.527,2.7,-0.848,137.878,-119.507,308.228
-0.172,2.773,-0.76,103.943,-109.192,315.063
0.174,2.708,-0.585,51.392,-80.994,276.611
0.402,2.53,-0.342,-8.667,-31.372,190.369
0.44,2.263,-0.134,-58.105,33.325,75.623
0.256,1.96,0.001,-84.412,94.482,-40.466
-0.063,1.557,0.078,-93.018,130.859,-133.484
-0.464,1.202,0.19,-85.815,143.433,-186.951
-0.773,0.88,0.307,-63.477,136.353,-195.19
-0.98,0.641,0.393,-29.907,107.056,-161.56
-0.98,0.516,0.433,6.47,59.326,-106.567
-0.883,0.472,0.408,27.1,11.475,-41.87
-0.69,0.503,0.381,34.851,-11.23,7.08
-0.518,0.582,0.376,27.466,-13.672,28.32
-0.381,0.69,0.406,12.451,-4.028,25.208
-0.363,0.782,0.422,-0.916,10.62,10.986
-0.362,0.978,0.432,-15.625,23.926,-3.967
-0.364,1.024,0.492,-27.039,28.442,-6.653
-0.363,1.1,0.482,-28.076,25.452,-15.625
-0.381,1.126,0.459,-22.339,25.757,-19.165
-0.363,1.132,0.444,-13.733,27.649,-18.982
-0.326,1.137,0.413,-1.343,30.334,-21.484
-0.315,1.174,0.37,9.888,29.663,-29.175
-0.295,1.211,0.316,13.733,28.503,-35.706
-0.266,1.255,0.265,14.221,31.372,-39.49
-0.231,1.315,0.221,12.878,35.889,-45.105
-0.19,1.34,0.194,13.245,42.053,-53.528
-0.143,1.34,0.157,16.113,49.316,-67.261
-0.105,1.307,0.126,18.433,58.105,-84.351
-0.104,1.267,0.093,18.799,68.298,-103.333
-0.119,1.232,0.075,15.869,81.238,-122.131
-0.152,1.209,0.059,9.338,96.191,-138.062
-0.163,1.189,0.061,-1.953,112.488,-151.062
-0.145,1.178,0.09,-16.846,128.357,-161.255
-0.093,1.166,0.132,-33.386,141.907,-170.532
-0.033,1.179,0.18,-47.791,152.466,-181.58
0.032,1.19,0.212,-58.594,160.278,-195.923
0.106,1.185,0.237,-66.467,167.664,-213.074
0.156,1.195,0.257,-72.693,176.758,-234.131
0.183,1.176,0.258,-77.637,189.941,-259.521
0.182,1.145,0.249,-82.214,206.787,-285.217
0.186,1.11,0.235,-86.975,224.182,-307.922
0.194,1.057,0.213,-92.285,239.197,-324.402
0.225,0.992,0.186,-99.243,249.084,-334.656
0.288,0.923,0.158,-108.643,252.808,-339.233
0.379,0.871,0.132,-118.713,255.005,-342.346
0.451,0.836,0.106,-128.906,259.644,-349.426
0.494,0.806,0.104,-139.343,272.522,-361.206
0.525,0.753,0.109,-148.56,292.969,-375
0.576,0.707,0.132,-156.86,318.115,-388.55
0.619,0.637,0.15,-159.973,341.675,-404.602
0.629,0.561,0.181,-158.691,361.694,-420.593
0.605,0.498,0.221,-148.376,375.122,-434.204
0.603,0.39,0.214,-131.042,383.545,-444.641
0.599,0.238,0.149,-112.488,388.977,-452.515
0.568,0.102,0.103,-97.656,392.944,-457.825
0.53,0.011,0.084,-85.999,394.531,-458.74
0.514,-0.084,0.064,-73.608,399.536,-455.505
0.497,-0.198,0.053,-59.082,411.072,-454.529
0.395,-0.293,0.056,-43.091,427.307,-458.252
0.249,-0.395,0.075,-26.123,436.584,-454.895
0.126,-0.49,0.086,-1.465,429.016,-436.157
0.064,-0.617,0.021,34.241,406.616,-407.104
-0.007,-0.766,-0.127,72.815,373.901,-376.404
-0.044,-0.878,-0.322,99.548,334.656,-344.421
-0.045,-0.959,-0.474,108.276,298.95,-308.777
-0.035,-1.022,-0.563,101.501,274.231,-274.841
-0.026,-1.039,-0.595,91.309,259.644,-243.835
-0.024,-1.063,-0.624,86.182,249.512,-216.736
-0.034,-1.096,-0.688,84.839,235.779,-191.406
-0.045,-1.096,-0.758,84.9,218.14,-165.405
-0.042,-1.08,-0.838,84.106,197.144,-138.733
-0.04,-1.049,-0.944,82.092,175.842,-113.464
-0.027,-0.999,-1.048,76.721,158.386,-89.355
0.01,-0.953,-1.127,67.932,146.606,-67.322
0.049,-0.902,-1.18,57.556,137.512,-48.645
0.068,-0.852,-1.227,48.95,127.075,-32.654
0.084,-0.804,-1.272,42.236,115.662,-17.7
0.102,-0.736,-1.313,35.828,104.431,-4.639
0.111,-0.664,-1.353,29.724,93.811,5.554
0.116,-0.604,-1.374,22.888,84.29,13.672
0.123,-0.543,-1.384,16.052,73.792,18.982
0.129,-0.484,-1.392,10.437,59.937,21.729
0.121,-0.432,-1.39,4.761,45.593,21.301
0.107,-0.397,-1.368,-0.854,31.555,18.311
0.091,-0.375,-1.349,-4.333,15.869,14.709
0.082,-0.355,-1.324,-6.958,-0.427,11.169
0.066,-0.345,-1.286,-10.62,-14.16,8.24
0.044,-0.331,-1.226,-15.686,-23.56,6.042
0.031,-0.324,-1.154,-20.447,-29.48,5.92
0.017,-0.316,-1.123,-23.621,-32.593,6.897
0.006,-0.3,-1.06,-28.748,-28.931,6.409
0.008,-0.291,-0.989,-32.471,-27.649,7.141
0.018,-0.275,-0.931,-31.25,-26.062,8.545
0.024,-0.257,-0.888,-26.55,-25.391,7.751
0.012,-0.271,-0.871,-19.958,-21.973,7.263
0,-0.289,-0.869,-15.747,-16.296,5.31
-0.013,-0.291,-0.865,-14.832,-9.338,3.845
-0.014,-0.279,-0.848,-15.503,-4.089,4.883
-0.012,-0.271,-0.843,-13.733,0.488,6.287
-0.002,-0.28,-0.857,-10.193,3.296,8.057
0.001,-0.277,-0.869,-7.568,4.578,9.338
0.01,-0.281,-0.875,-6.287,6.165,9.705
0.017,-0.289,-0.886,-4.578,7.202,8.972
0.021,-0.303,-0.902,-2.808,7.385,7.629
0.023,-0.306,-0.92,-1.587,7.019,7.874
0.032,-0.305,-0.931,-1.221,7.874,8.423
0.044,-0.306,-0.934,-1.038,10.437,8.057
0.053,-0.313,-0.938,-0.427,13.062,6.897
0.063,-0.31,-0.947,1.099,13.977,5.859
0.069,-0.315,-0.962,2.93,14.099,4.395
0.068,-0.316,-0.977,3.723,14.282,2.991
0.068,-0.322,-0.991,3.845,14.038,2.563
0.066,-0.307,-0.996,3.601,13.489,0.244
0.059,-0.303,-1.001,3.723,12.512,-0.488
0.052,-0.303,-1.014,4.761,11.536,-1.038
-0.519,1.756,-0.319,-86.426,0.244,120.544
-0.358,1.872,-0.293,-75.806,-8.85,133.606
-0.16,1.951,-0.252,-66.895,-14.282,135.681
0.002,2.072,-0.2,-62.805,-11.78,122.375
0.151,2.099,-0.115,-64.819,-3.906,99.792
0.228,2.077,-0.014,-63.293,13.672,72.083
0.245,2.04,0.059,-55.42,30.457,44.067
0.236,1.956,0.092,-38.452,40.222,19.775
0.2,1.828,0.107,-18.738,40.833,0.671
0.144,1.677,0.109,-1.77,36.194,-15.259
0.066,1.514,0.104,8.972,32.654,-29.297
-0.015,1.355,0.128,13.062,32.898,-40.894
-0.116,1.216,0.168,13.184,33.203,-50.659
-0.217,1.087,0.223,9.888,31.372,-57.556
-0.309,0.978,0.292,4.883,30.518,-60.974
-0.382,0.923,0.361,-0.061,31.372,-61.401
-0.405,0.902,0.424,-2.502,32.898,-56.396
-0.381,0.901,0.465,-1.343,32.776,-47.791
-0.326,0.923,0.482,2.136,31.189,-39.307
-0.266,0.96,0.483,7.324,29.053,-33.569
-0.215,0.996,0.469,11.841,28.564,-31.616
-0.193,1.035,0.46,16.418,28.137,-32.715
-0.182,1.068,0.422,20.874,27.466,-34.119
-0.185,1.052,0.397,25.452,30.151,-30.701
-0.197,1.04,0.362,29.297,28.015,-27.954
-0.178,1.032,0.322,30.273,23.315,-25.574
-0.155,1.031,0.29,26.917,18.738,-25.085
-0.112,1.052,0.276,20.447,20.935,-30.334
