aX,aY,aZ,gX,gY,gZ
-0.376,-0.763,-0.435,-147.461,14.648,38.757
-0.322,-0.737,-0.384,-153.32,26.306,46.936
-0.258,-0.74,-0.352,-154.236,33.936,52.368
-0.208,-0.743,-0.344,-154.663,33.813,52.856
-0.183,-0.743,-0.35,-158.142,27.344,49.255
-0.169,-0.741,-0.361,-165.283,19.714,45.349
-0.183,-0.721,-0.375,-174.866,14.221,43.64
-0.187,-0.716,-0.394,-186.096,14.771,42.542
-0.187,-0.693,-0.393,-201.172,18.921,45.105
-0.189,-0.658,-0.371,-218.384,27.466,50.415
-0.173,-0.614,-0.339,-234.558,41.138,56.58
-0.131,-0.568,-0.291,-250,59.021,63.965
-0.043,-0.529,-0.211,-266.357,76.294,73.12
0.043,-0.503,-0.121,-281.86,88.501,80.322
0.105,-0.485,-0.022,-294.8,92.59,80.994
0.138,-0.457,0.076,-306.335,90.088,76.904
0.12,-0.443,0.174,-315.063,85.083,70.984
0.125,-0.393,0.236,-318.42,84.351,64.575
0.123,-0.372,0.268,-316.223,88.196,60.242
0.128,-0.348,0.294,-314.087,87.341,57.068
0.121,-0.283,0.329,-317.322,79.651,54.138
0.111,-0.206,0.403,-329.59,66.345,53.711
0.083,-0.119,0.511,-348.389,52.185,55.542
0.084,-0.052,0.681,-371.277,44.495,59.265
0.097,-0.008,0.938,-387.756,43.762,62.927
0.092,0.018,1.203,-385.925,48.279,62.439
0.094,-0.014,1.453,-362.488,56.213,56.458
0.094,-0.064,1.617,-320.801,60.852,50.659
0.096,-0.118,1.682,-269.47,51.575,45.776
0.079,-0.129,1.691,-220.764,28.625,40.222
0.08,-0.098,1.691,-186.34,-0.183,36.621
0.056,-0.087,1.683,-161.987,-26.489,34.485
0.033,-0.071,1.682,-147.4,-44.006,33.875
0.031,-0.067,1.687,-138.916,-51.27,35.767
0.034,-0.105,1.672,-127.563,-55.115,37.17
0.032,-0.151,1.627,-112.366,-59.326,35.767
0.023,-0.188,1.553,-94.91,-66.467,31.555
0.011,-0.215,1.464,-75.928,-75.073,25.33
-0.005,-0.228,1.365,-57.8,-82.581,19.104
-0.034,-0.209,1.249,-41.565,-85.632,13.062
-0.062,-0.177,1.133,-29.785,-80.994,8.362
-0.071,-0.143,1.041,-25.33,-66.833,6.348
-0.077,-0.147,0.992,-25.696,-48.828,4.639
-0.074,-0.141,0.982,-29.297,-30.334,3.845
-0.063,-0.137,0.988,-33.02,-13.245,2.808
-0.057,-0.159,1.006,-34.912,-3.479,0.61
-0.06,-0.178,1.031,-34.851,-2.686,-1.099
-0.076,-0.196,1.052,-31.189,-8.301,-2.869
-0.103,-0.196,1.052,-24.109,-16.724,-4.456
-0.13,-0.178,1.032,-16.418,-22.583,-5.493
-0.159,-0.154,1.007,-12.146,-23.987,-5.859
-0.179,-0.134,0.999,-12.512,-20.996,-4.089
-0.18,-0.135,1.013,-16.541,-15.32,-1.038
-0.175,-0.137,1.044,-20.813,-6.958,1.526
-0.172,-0.141,1.069,-21.729,1.038,1.953
-0.16,-0.15,1.087,-20.02,6.836,2.441
-0.144,-0.163,1.098,-16.479,8.301,3.601
-0.131,-0.176,1.094,-11.719,5.066,4.089
-0.121,-0.179,1.082,-6.714,-1.404,3.54
-0.115,-0.173,1.065,-3.113,-7.69,3.052
-0.112,-0.171,1.052,-1.282,-12.146,2.93
-0.11,-0.171,1.04,-0.244,-13,2.686
-0.112,-0.169,1.027,0.732,-10.925,1.709
-0.12,-0.171,1.012,1.587,-8.057,0.61
-0.125,-0.175,1.001,2.258,-5.554,-0.122
-0.126,-0.177,0.995,2.502,-4.028,-0.427
-0.125,-0.179,0.987,2.991,-3.54,-0.61
-0.125,-0.184,0.974,4.211,-3.479,-0.854
-0.123,-0.187,0.958,5.005,-3.418,-1.282
-0.124,-0.19,0.944,5.371,-3.662,-1.282
-0.123,-0.192,0.935,5.859,-3.784,-1.404
-0.124,-0.192,0.929,5.371,-2.502,-1.953
-0.125,-0.195,0.927,4.822,-0.854,-2.747
-0.13,-0.198,0.923,4.944,0.671,-3.418
-0.135,-0.205,0.922,5.249,1.16,-3.784
-0.142,-0.203,0.924,4.761,0.183,-3.845
-0.149,-0.204,0.923,4.761,-1.099,-3.967
-0.156,-0.204,0.923,4.944,-2.075,-3.967
-0.167,-0.207,0.922,5.005,-2.686,-3.845
-0.175,-0.204,0.917,4.944,-2.441,-3.845
-0.181,-0.198,0.911,5.249,-1.343,-3.601
-0.186,-0.191,0.91,4.7,0.549,-3.479
-0.184,-0.191,0.918,3.235,2.686,-2.502
-0.179,-0.189,0.929,1.465,5.676,-1.221
-0.074,0.299,2.351,160.583,-29.114,31.738
-0.055,0.411,2.379,180.969,-33.325,27.466
-0.043,0.475,2.336,207.703,-28.32,22.156
-0.005,0.501,2.231,239.685,-20.752,17.7
0.046,0.523,2.08,271.729,-14.343,13.855
0.113,0.58,1.907,301.819,-7.812,9.094
0.173,0.642,1.713,329.468,-1.038,2.319
0.259,0.672,1.531,354.98,6.592,-4.15
0.372,0.72,1.368,376.831,15.32,-11.047
0.468,0.759,1.184,399.78,22.4,-22.156
0.573,0.755,1,424.561,21.851,-35.889
0.678,0.75,0.836,446.045,6.897,-49.316
0.711,0.705,0.688,468.262,-23.071,-63.843
0.758,0.779,0.56,488.586,-61.218,-77.026
0.766,0.99,0.392,502.625,-92.041,-88.562
0.678,1.118,0.103,522.034,-112.549,-102.661
0.53,1.074,-0.236,539.612,-128.357,-112.732
0.308,0.906,-0.603,542.969,-136.902,-110.596
0.15,0.781,-0.94,532.104,-139.465,-95.276
0.132,0.922,-1.225,510.254,-134.766,-76.66
0.013,0.983,-1.7,488.342,-118.408,-72.021
-0.325,0.552,-2.063,472.595,-95.276,-81.482
-0.69,0.543,-2.328,444.031,-59.692,-81.421
-0.886,0.704,-2.675,428.711,-11.108,-74.463
-1.009,0.755,-3.187,419.678,28.931,-66.284
-0.983,0.544,-3.719,383.057,33.813,-44.25
-0.844,0.257,-3.979,305.908,5.249,-22.339
-0.747,0.141,-3.929,203.552,-25.085,-9.949
-0.668,0.065,-3.635,99.854,-37.659,-2.258
-0.579,-0.057,-3.165,14.709,-34.851,13.062
-0.446,-0.197,-2.632,-48.462,-13.855,34.851
-0.252,-0.377,-2.071,-92.834,18.25,54.688
-0.036,-0.539,-1.521,-122.742,51.208,70.251
0.157,-0.662,-0.987,-141.052,74.89,80.566
0.294,-0.787,-0.515,-143.494,87.769,80.505
0.366,-0.9,-0.131,-132.751,95.703,70.618
0.355,-0.952,0.09,-114.38,99.365,59.387
0.268,-0.994,0.117,-89.233,97.351,46.875
0.141,-1.016,0.023,-65.125,88.135,32.471
-0.014,-0.956,-0.121,-49.133,71.655,19.287
-0.178,-0.845,-0.329,-39.612,52.917,8.423
-0.355,-0.88,-0.548,-36.865,34.729,1.831
-0.467,-0.855,-0.707,-44.373,20.203,3.784
-0.53,-0.814,-0.828,-56.702,14.099,9.521
-0.544,-0.814,-0.924,-65.552,16.541,15.93
-0.491,-0.806,-0.987,-74.768,24.353,23.743
-0.405,-0.797,-1.028,-84.351,31.799,28.992
-0.335,-0.793,-1.043,-94.36,33.325,29.968
-0.298,-0.776,-1.019,-105.164,27.527,27.405
-0.287,-0.75,-0.973,-114.807,18.738,22.461
-0.282,-0.716,-0.94,-121.582,10.986,17.151
-0.296,-0.683,-0.928,-126.099,4.639,12.573
-0.311,-0.644,-0.924,-130.31,0.244,9.277
-0.31,-0.586,-0.914,-135.681,-0.305,7.874
-0.316,-0.526,-0.911,-139.648,3.967,8.362
-0.308,-0.468,-0.924,-144.165,13.733,11.963
-0.28,-0.436,-0.914,-151.917,23.376,18.188
-0.222,-0.407,-0.851,-165.588,30.029,26.001
-0.141,-0.38,-0.725,-181.946,33.081,32.593
-0.077,-0.359,-0.576,-194.214,35.95,33.447
-0.027,-0.342,-0.454,-199.768,39.185,29.846
-0.013,-0.322,-0.389,-200.317,42.297,24.597
-0.011,-0.314,-0.362,-201.782,46.204,20.203
-0.014,-0.301,-0.32,-210.51,51.208,19.836
-0.019,-0.265,-0.249,-224.548,55.969,22.949
-0.047,-0.223,-0.183,-240.906,64.026,27.588
-0.062,-0.192,-0.126,-259.338,74.951,35.217
-0.041,-0.175,-0.042,-282.776,87.097,46.265
0.031,-0.165,0.14,-309.326,96.313,58.472
0.103,-0.147,0.375,-331.36,94.36,65.735
0.076,-0.164,0.558,-340.271,82.092,62.988
0.061,-0.182,0.673,-338.135,69.397,53.955
0.059,-0.213,0.784,-332.336,62.317,46.143
0.008,-0.185,0.823,-324.646,55.725,40.222
-0.042,-0.177,0.818,-320.435,48.035,38.147
-0.089,-0.181,0.906,-326.904,38.452,43.213
-0.123,-0.131,1.068,-339.355,39.978,50.171
-0.115,-0.095,1.31,-341.675,50.903,58.167
-0.078,-0.11,1.559,-325.928,60.547,64.636
0.008,-0.155,1.689,-295.166,66.284,66.406
0.057,-0.264,1.723,-255.554,58.411,60.12
0.044,-0.379,1.663,-218.018,38.33,46.021
0.027,-0.347,1.555,-194.763,18.616,36.316
-0.005,-0.35,1.461,-181.274,-5.92,33.691
-0.047,-0.304,1.437,-180.237,-26.978,34.851
-0.068,-0.263,1.531,-185.852,-32.593,39.001
-0.029,-0.246,1.709,-186.523,-17.883,44.312
0.045,-0.232,1.841,-174.133,10.498,47.241
0.12,-0.279,1.875,-147.095,34.668,43.03
0.189,-0.346,1.843,-118.103,42.542,34.363
0.236,-0.381,1.765,-92.407,32.959,23.254
0.227,-0.408,1.651,-69.336,10.62,10.193
0.166,-0.404,1.521,-50.415,-16.846,-2.136
0.061,-0.395,1.387,-37.17,-41.687,-10.193
-0.019,-0.363,1.254,-30.64,-57.983,-11.902
-0.055,-0.351,1.161,-29.846,-65.247,-6.958
-0.078,-0.346,1.082,-29.846,-60.669,-2.075
-0.075,-0.338,1.013,-28.992,-44.312,2.014
-0.049,-0.336,0.973,-28.015,-24.536,4.578
-0.017,-0.331,0.966,-28.503,-7.69,5.92
0.001,-0.333,0.972,-26.489,0.977,4.517
0.006,-0.338,0.969,-21.362,1.038,0.671
-0.011,-0.334,0.941,-15.686,-5.92,-3.601
-0.048,-0.328,0.908,-13.062,-15.32,-6.287
-0.088,-0.319,0.894,-14.343,-21.301,-6.836
-0.123,-0.315,0.899,-17.7,-22.339,-5.676
-0.152,-0.307,0.907,-21.179,-18.555,-3.601
-0.173,-0.303,0.915,-22.583,-12.329,-1.343
-0.174,-0.302,0.939,-23.132,-4.822,0.916
-0.159,-0.301,0.978,-21.912,2.747,2.625
-0.136,-0.303,1.004,-19.043,8.484,3.174
-0.117,-0.302,1.017,-14.343,9.155,2.197
-0.106,-0.297,1.021,-10.986,5.615,0.854
-0.095,-0.302,1.024,-9.705,0.122,0.671
-0.088,-0.306,1.023,-8.789,-4.944,0.977
-0.087,-0.307,1.009,-7.141,-8.972,0.427
-0.087,-0.307,0.988,-4.883,-11.78,-0.427
-0.093,-0.304,0.964,-3.296,-13.55,-1.465
-0.107,-0.298,0.946,-2.258,-14.832,-2.136
0.139,0.19,2.292,199.829,-2.93,-11.963
0.159,0.274,2.27,222.107,-8.545,-15.564
0.197,0.326,2.223,247.192,-3.052,-19.897
0.243,0.376,2.131,276.794,14.099,-26.367
0.29,0.446,2.003,307.007,37.72,-36.316
0.349,0.47,1.83,338.379,61.951,-50.476
0.408,0.484,1.617,369.324,78.125,-67.444
0.454,0.506,1.398,398.376,77.332,-85.999
0.479,0.562,1.174,424.255,60.242,-106.445
0.468,0.632,0.95,444.58,33.875,-127.258
0.449,0.667,0.732,460.388,0.183,-145.447
0.419,0.696,0.534,471.802,-42.847,-158.875
0.374,0.723,0.375,478.027,-92.957,-167.48
0.317,0.756,0.199,482.91,-142.761,-171.875
0.243,0.783,0.041,484.924,-191.467,-171.875
0.169,0.818,-0.097,487.122,-229.187,-167.603
0.059,0.879,-0.281,496.216,-246.338,-160.706
-0.066,0.996,-0.519,508.301,-238.953,-149.353
-0.121,1.271,-0.819,523.682,-209.717,-135.803
-0.158,1.533,-1.36,532.654,-168.64,-121.887
-0.298,1.274,-1.908,544.067,-141.418,-113.525
-0.417,0.976,-2.524,526.489,-131.226,-99.487
-0.517,0.726,-2.994,465.881,-128.052,-81.909
-0.615,0.683,-3.434,385.62,-117.126,-77.087
-0.721,0.584,-3.663,296.265,-112.183,-75.745
-0.747,0.498,-3.643,205.017,-118.042,-62.134
-0.725,0.426,-3.465,118.042,-114.075,-37.964
-0.65,0.328,-3.208,47.791,-88.257,-11.353
-0.527,0.175,-2.906,-6.287,-50.842,16.785
-0.338,0.005,-2.572,-52.429,-13.977,47.363
-0.133,-0.165,-2.222,-93.628,15.991,71.899
0.026,-0.331,-1.869,-127.075,35.828,84.351
0.137,-0.462,-1.498,-154.663,48.828,88.074
0.197,-0.519,-1.136,-174.622,58.411,86.792
0.158,-0.531,-0.865,-180.725,63.538,84.473
0.124,-0.575,-0.744,-171.448,70.435,74.707
0.092,-0.639,-0.707,-159.058,74.097,64.514
0.066,-0.647,-0.692,-148.437,78.186,61.218
0.053,-0.622,-0.706,-138.672,79.712,60.669
0.006,-0.628,-0.771,-127.808,77.026,52.856
-0.059,-0.633,-0.867,-123.718,66.467,42.725
-0.113,-0.629,-0.929,-131.958,52.002,37.17
-0.151,-0.6,-0.931,-147.949,39.917,34.912
-0.178,-0.543,-0.91,-164.429,35.034,33.386
-0.174,-0.419,-0.859,-179.504,37.415,34.241
-0.13,-0.22,-0.827,-197.388,50.659,35.706
-0.185,-0.472,-0.744,-210.022,69.519,37.354
-0.1,-0.427,-0.608,-216.98,73.364,44.861
-0.061,-0.427,-0.481,-225.281,68.787,48.828
-0.062,-0.491,-0.395,-224.609,59.143,42.542
-0.078,-0.487,-0.309,-227.478,48.279,35.95
-0.124,-0.465,-0.236,-231.995,40.405,30.823
-0.174,-0.456,-0.213,-236.084,39.307,30.762
-0.167,-0.468,-0.174,-245.667,44.8,37.72
-0.103,-0.435,-0.001,-258.972,54.26,47.119
-0.024,-0.39,0.216,-260.254,65.735,50.11
0.057,-0.4,0.378,-241.821,72.815,43.091
0.12,-0.416,0.484,-211.121,68.054,26.978
0.111,-0.365,0.47,-175.293,53.284,4.15
0.049,-0.355,0.308,-145.02,31.555,-14.893
-0.034,-0.431,0.11,-141.296,-0.671,-22.888
-0.103,-0.455,0.104,-174.438,-35.889,-22.4
-0.166,-0.39,0.367,-222.534,-56.885,-15.32
-0.227,-0.32,0.674,-252.014,-50.171,-9.705
-0.232,-0.364,0.879,-251.648,-18.25,-2.319
-0.174,-0.42,0.961,-239.868,15.442,7.507
-0.12,-0.461,0.979,-225.891,33.813,7.69
-0.124,-0.497,0.922,-214.294,35.4,-0.305
-0.21,-0.51,0.828,-210.327,31.311,-6.958
-0.269,-0.521,0.831,-218.567,28.076,-2.441
-0.248,-0.542,1.024,-234.924,21.24,14.282
-0.26,-0.517,1.233,-246.643,23.132,25.024
-0.275,-0.544,1.361,-240.662,33.02,27.1
-0.217,-0.553,1.369,-224.121,43.091,29.968
-0.162,-0.575,1.302,-205.078,48.096,30.945
-0.153,-0.588,1.231,-190.369,46.875,27.344
-0.153,-0.571,1.188,-182.861,44.067,25.513
-0.161,-0.556,1.168,-178.101,43.03,26.184
-0.192,-0.591,1.228,-171.265,42.175,27.771
-0.2,-0.567,1.32,-161.865,43.579,31.677
-0.151,-0.569,1.403,-147.949,40.894,36.133
-0.116,-0.604,1.471,-131.836,31.25,36.011
-0.093,-0.631,1.53,-116.455,18.066,31.006
-0.076,-0.628,1.588,-102.417,5.432,26.184
-0.06,-0.639,1.602,-87.219,-1.587,21.729
-0.051,-0.643,1.576,-72.205,-2.93,17.517
-0.047,-0.649,1.536,-58.167,-3.723,14.16
-0.037,-0.642,1.498,-46.204,-4.456,12.146
-0.023,-0.634,1.452,-34.546,-5.066,9.827
-0.016,-0.624,1.383,-21.729,-5.127,6.348
-0.02,-0.608,1.283,-9.216,-8.057,1.465
-0.033,-0.589,1.185,0.366,-15.503,-3.418
-0.053,-0.56,1.09,6.592,-24.597,-7.324
-0.078,-0.531,1.002,10.742,-31.494,-9.827
-0.092,-0.503,0.927,12.146,-32.471,-10.01
-0.102,-0.489,0.861,13.855,-26.428,-8.911
-0.1,-0.483,0.815,14.343,-16.907,-6.714
-0.092,-0.48,0.786,13.611,-8.484,-4.578
-0.086,-0.488,0.762,13.672,-2.563,-3.967
-0.089,-0.494,0.747,13.672,0.122,-4.333
-0.097,-0.5,0.734,13.184,0.305,-5.493
-0.11,-0.507,0.729,12.268,-0.977,-6.897
-0.122,-0.514,0.727,10.681,-2.563,-7.629
-0.135,-0.518,0.722,8.972,-3.479,-7.874
-0.159,-0.522,0.714,7.629,-4.944,-8.606
-0.181,-0.526,0.709,6.226,-5.127,-7.874
-0.195,-0.524,0.715,3.601,-3.113,-6.042
-0.204,-0.525,0.728,2.197,0.916,-4.578
-0.207,-0.529,0.738,1.831,5.676,-3.296
-0.203,-0.531,0.754,1.099,8.789,-1.953
-0.197,-0.528,0.771,0.427,10.132,-0.793
-0.188,-0.532,0.785,0.549,10.193,0
-0.178,-0.53,0.798,0.305,9.766,0.244
-0.171,-0.526,0.805,0.244,8.24,0
-0.164,-0.525,0.808,-0.061,5.066,-0.305
-0.164,-0.518,0.812,-0.854,1.953,-0.793
-0.164,-0.517,0.814,-1.77,0.183,-1.16
-0.16,-0.517,0.811,-1.587,0.244,-1.16
-0.157,-0.515,0.801,-0.732,1.77,-1.038
-0.234,0.7,-2.066,409.851,-74.097,-83.862
-0.366,0.365,-2.216,371.521,-48.767,-70.496
-0.398,0.5,-2.335,327.148,-24.292,-59.448
-0.419,0.514,-2.441,284.119,-7.69,-49.133
-0.391,0.472,-2.532,246.338,-6.958,-40.405
-0.383,0.376,-2.586,202.087,-13.855,-32.043
-0.389,0.281,-2.578,154.114,-17.639,-24.475
-0.396,0.152,-2.502,104.492,-13.123,-14.099
-0.389,-0.004,-2.337,55.481,-3.113,-0.61
-0.346,-0.165,-2.078,8.484,9.949,17.456
-0.255,-0.302,-1.773,-31.616,24.658,38.574
-0.183,-0.399,-1.451,-61.951,41.626,59.326
-0.091,-0.503,-1.14,-77.759,60.059,70.557
-0.009,-0.605,-0.851,-82.153,74.829,71.838
0.031,-0.686,-0.624,-78.064,80.566,70.19
0.021,-0.769,-0.487,-68.054,78.735,65.369
-0.024,-0.833,-0.425,-57.007,72.021,54.504
-0.115,-0.88,-0.411,-47.974,63.721,40.039
-0.227,-0.881,-0.424,-41.809,53.284,26.672
-0.335,-0.879,-0.451,-38.574,41.382,15.991
-0.432,-0.85,-0.489,-37.292,29.785,9.46
-0.503,-0.809,-0.561,-36.499,19.592,6.348
-0.54,-0.769,-0.656,-36.987,10.986,5.798
-0.549,-0.732,-0.745,-39.307,3.662,6.958
-0.533,-0.686,-0.815,-43.701,-1.709,7.935
-0.502,-0.648,-0.884,-47.363,-6.531,7.996
-0.468,-0.62,-0.966,-50.598,-10.925,6.958
-0.437,-0.606,-1.057,-53.955,-14.954,4.7
-0.401,-0.584,-1.134,-59.326,-18.25,1.465
-0.378,-0.558,-1.198,-68.787,-21.24,-0.671
-0.369,-0.547,-1.234,-81.726,-25.757,-1.038
-0.359,-0.521,-1.239,-97.534,-29.48,0.244
-0.36,-0.485,-1.213,-113.892,-30.884,1.282
-0.356,-0.448,-1.172,-126.953,-30.396,2.686
-0.34,-0.434,-1.143,-136.047,-28.442,4.822
-0.32,-0.443,-1.133,-143.188,-24.414,6.287
-0.307,-0.438,-1.113,-151.428,-21.545,6.958
-0.303,-0.421,-1.08,-161.072,-19.043,7.08
-0.315,-0.412,-1.048,-170.959,-13.428,9.277
-0.318,-0.405,-1.022,-181.946,-5.676,15.686
-0.304,-0.393,-0.985,-194.275,5.066,22.339
-0.272,-0.392,-0.931,-210.815,17.334,30.945
-0.239,-0.369,-0.869,-228.516,28.503,41.321
-0.187,-0.336,-0.768,-246.033,39.429,50.049
-0.101,-0.299,-0.619,-260.681,49.011,56.458
-0.012,-0.282,-0.464,-268.738,52.185,59.692
0.056,-0.287,-0.322,-269.47,45.898,56.396
0.093,-0.301,-0.235,-265.442,34.18,47.119
0.072,-0.294,-0.205,-260.986,23.193,33.63
0.006,-0.305,-0.216,-263.672,16.052,23.621
-0.067,-0.322,-0.231,-277.832,11.23,23.132
-0.126,-0.318,-0.203,-303.589,14.648,30.884
-0.142,-0.296,-0.151,-332.642,31.982,41.748
-0.136,-0.233,-0.065,-358.582,56.458,53.406
-0.089,-0.173,0.054,-383.484,80.872,64.148
-0.012,-0.139,0.228,-403.87,99.792,71.289
0.061,-0.092,0.515,-410.645,108.337,73.364
0.118,-0.094,0.728,-392.151,107.788,67.139
0.127,-0.159,0.772,-356.262,98.267,53.04
0.121,-0.176,0.787,-329.651,79.834,38.269
0.088,-0.121,0.839,-318.42,52.917,27.405
0.001,-0.108,0.879,-313.11,20.081,21.851
-0.145,-0.116,0.945,-314.087,-11.169,20.63
-0.226,-0.036,1.043,-330.383,-19.714,26.062
-0.261,0.028,1.168,-346.863,-6.897,35.461
-0.266,0.077,1.325,-356.384,22.156,43.945
-0.219,0.088,1.579,-357.178,61.34,52.124
-0.098,0.101,1.933,-339.05,99.67,61.34
0.044,0.03,2.126,-288.269,127.38,64.819
0.163,-0.076,2.128,-221.13,135.315,56.396
0.255,-0.134,2.02,-166.87,119.446,43.274
0.269,-0.195,1.949,-134.644,80.933,30.823
0.23,-0.17,1.922,-121.46,32.227,23.132
0.173,-0.176,1.958,-118.53,-12.573,21.729
0.136,-0.196,2.006,-113.77,-38.757,20.386
0.11,-0.21,2.042,-101.257,-41.26,16.174
0.098,-0.234,2.031,-77.393,-29.724,10.254
0.116,-0.269,1.932,-46.875,-15.564,4.822
0.121,-0.312,1.759,-16.113,-11.414,-1.953
0.096,-0.344,1.59,7.019,-24.475,-10.193
0.049,-0.363,1.425,23.743,-46.082,-17.761
-0.006,-0.38,1.251,37.659,-66.65,-24.048
-0.066,-0.374,1.067,46.57,-80.139,-28.259
-0.115,-0.369,0.893,49.561,-82.458,-29.297
-0.142,-0.377,0.749,46.387,-73.853,-25.879
-0.15,-0.355,0.638,38.086,-56.335,-20.813
-0.148,-0.351,0.574,28.381,-36.377,-15.869
-0.13,-0.357,0.563,17.944,-19.287,-11.047
-0.116,-0.355,0.586,8.423,-6.714,-7.751
-0.106,-0.346,0.636,1.16,1.892,-6.592
-0.097,-0.344,0.697,-3.845,6.592,-6.897
-0.093,-0.344,0.761,-7.019,7.324,-7.568
-0.104,-0.34,0.816,-8.423,5.92,-8.24
-0.115,-0.345,0.856,-8.667,4.211,-8.789
-0.131,-0.356,0.886,-8.545,1.404,-8.85
-0.155,-0.36,0.918,-9.033,-1.221,-8.728
-0.177,-0.369,0.944,-9.399,-2.197,-8.057
-0.186,-0.354,0.968,-9.46,0,-6.47
-0.191,-0.354,0.986,-8.423,3.174,-5.249
-0.187,-0.352,1,-6.165,5.31,-4.517
-0.18,-0.344,0.999,-3.357,5.249,-4.15
-0.166,-0.343,0.986,-0.732,3.662,-3.967
-0.152,-0.344,0.97,1.404,0.488,-3.784
-0.14,-0.342,0.951,2.991,-2.014,-3.906
-0.133,-0.336,0.93,3.784,-2.319,-3.784
-0.126,-0.336,0.915,3.967,-2.258,-3.601
-0.127,-0.335,0.907,3.418,-2.808,-3.601
-0.128,-0.336,0.901,2.808,-2.869,-3.54
-0.13,-0.337,0.896,2.441,-1.831,-3.662
-0.129,-0.341,0.892,2.686,-0.854,-3.662
-0.133,-0.341,0.886,2.747,-0.305,-3.906
-0.138,-0.34,0.88,2.319,-0.061,-4.089
-0.138,-0.345,0.875,1.648,0.183,-3.967
-0.137,-0.35,0.868,0.977,0.61,-3.723
-0.143,-0.352,0.86,0.854,0.549,-3.845
-0.151,-0.345,0.864,0.427,0.732,-4.028
-0.156,-0.344,0.871,-0.488,1.831,-3.601
-0.157,-0.345,0.875,-1.526,3.601,-2.808
-0.157,-0.343,0.883,-2.441,4.883,-2.075
-0.384,0.276,-2.498,324.158,-171.875,-73.303
-0.383,0.154,-2.842,284.302,-185.547,-72.449
-0.401,-0.017,-3.058,224.06,-184.021,-64.697
-0.402,-0.146,-3.066,151.978,-158.813,-47.18
-0.342,-0.231,-2.917,78.735,-107.91,-20.813
-0.202,-0.284,-2.665,15.259,-47.607,11.047
-0.035,-0.326,-2.376,-33.386,3.052,41.87
0.12,-0.396,-2.091,-68.115,36.682,61.646
0.249,-0.489,-1.86,-93.079,56.824,65.308
0.305,-0.565,-1.634,-114.197,62.195,59.204
0.314,-0.597,-1.398,-133.728,58.044,48.462
0.266,-0.617,-1.161,-148.437,51.27,37.109
0.203,-0.622,-0.967,-155.945,43.884,27.1
0.145,-0.639,-0.832,-156.555,36.743,17.639
0.082,-0.661,-0.788,-153.076,32.593,10.01
0.028,-0.679,-0.781,-150.513,28.442,4.578
-0.024,-0.686,-0.772,-152.71,25.085,-0.244
-0.073,-0.657,-0.727,-160.583,22.522,-4.089
-0.132,-0.592,-0.662,-171.387,22.644,-7.141
-0.201,-0.587,-0.615,-181.824,29.236,-10.254
-0.267,-0.588,-0.585,-186.401,37.72,-9.949
-0.324,-0.547,-0.534,-188.843,44.739,-8.057
-0.369,-0.533,-0.484,-187.378,52.979,-7.08
-0.38,-0.557,-0.442,-181.519,64.209,-5.371
-0.364,-0.518,-0.414,-174.011,76.111,-3.54
-0.353,-0.518,-0.393,-166.992,86.67,-1.343
-0.315,-0.489,-0.411,-162.964,89.05,3.906
-0.278,-0.488,-0.438,-169.617,80.017,10.864
-0.231,-0.484,-0.414,-188.599,60.913,18.311
-0.193,-0.472,-0.331,-213.135,43.823,23.315
-0.171,-0.436,-0.217,-233.337,35.461,25.208
-0.159,-0.404,-0.053,-246.155,37.231,26.001
-0.137,-0.392,0.127,-245.911,47.546,26.611
-0.102,-0.384,0.257,-232.422,65.796,25.757
-0.086,-0.39,0.31,-212.219,86.182,21.973
-0.062,-0.404,0.345,-198.975,96.619,19.775
-0.033,-0.446,0.385,-199.585,90.881,21.606
-0.052,-0.467,0.458,-211.853,70.74,24.597
-0.094,-0.471,0.494,-228.394,48.462,25.574
-0.139,-0.49,0.592,-247.498,35.156,28.381
-0.155,-0.466,0.758,-263.489,36.987,33.997
-0.173,-0.459,0.931,-265.503,49.316,38.147
-0.148,-0.493,1.064,-251.953,66.345,42.297
-0.087,-0.535,1.126,-228.943,77.881,44.128
-0.048,-0.574,1.102,-204.529,78.735,39.185
-0.035,-0.61,1.038,-185.669,66.895,31.189
-0.044,-0.666,1,-176.941,46.936,26.428
-0.083,-0.734,1.018,-179.565,29.48,25.085
-0.046,-0.704,1.002,-188.049,29.541,28.198
-0.048,-0.763,0.985,-188.11,34.363,30.579
-0.005,-0.732,0.942,-189.575,40.649,32.043
0.005,-0.676,0.917,-192.139,40.283,32.227
-0.007,-0.623,0.936,-193.298,35.034,28.32
-0.018,-0.556,0.978,-191.772,32.837,24.231
-0.022,-0.501,1.037,-184.875,34.668,20.508
-0.018,-0.463,1.094,-172.913,40.527,17.029
0.016,-0.43,1.084,-155.701,47.546,14.404
0.008,-0.493,1.074,-138.306,49.377,11.719
0.056,-0.498,1.062,-129.944,49.927,10.132
0.099,-0.468,1.057,-127.441,48.462,9.888
0.096,-0.466,1.049,-123.108,38.879,5.615
0.07,-0.445,1.058,-123.169,27.1,1.892
0.048,-0.423,1.111,-126.343,17.09,1.526
0.041,-0.401,1.17,-127.747,9.766,2.808
0.027,-0.387,1.214,-123.779,4.578,2.197
0.006,-0.374,1.25,-115.417,1.892,-0.793
-0.013,-0.358,1.27,-105.286,2.625,-3.601
-0.021,-0.35,1.266,-93.628,6.775,-5.066
-0.018,-0.348,1.244,-81.787,11.719,-6.042
